lat,lon,T_CRU_20100131
21.5,93.5,16.5996
-75.5,131.5,
43.5,17.5,0.7497
42.5,120.5,-11.1001
-81.5,126.5,
62.5,-108.5,-25.275
-73.5,-84.5,
-74.5,88.5,
-87.5,-90.5,
64.5,62.5,-21.2253
-80.5,79.5,
49.5,-107.5,-13.1249
-80.5,-22.5,
55.5,88.5,-19.32495
33.5,111.5,0.2
71.5,86.5,-22.4748
-16.5,-71.5,12.59951
68.5,-125.5,-29.2495
-69.5,126.5,
35.5,-106.5,0.975
5.5,101.5,23.6
61.5,77.5,-21.7748
-22.5,33.5,28.7249
9.5,36.5,20.07512
-72.5,107.5,
48.5,95.5,-26.6003
64.5,42.5,-13.3754
-81.5,-155.5,
-77.5,6.5,
-83.5,-52.5,
-87.5,27.5,
-27.5,26.5,24.2755
56.5,-66.5,-22.9998
57.5,112.5,-29.4747
8.5,37.5,17.2499
22.5,52.5,18.8245
69.5,-147.5,-27.2746
-78.5,101.5,
25.5,102.5,7.575
36.5,80.5,-7.3248
33.5,109.5,-0.975
-88.5,-69.5,
73.5,-51.5,-21.3496
-70.5,63.5,
61.5,38.5,-9.575
0.5,30.5,22.27497
13.5,27.5,23.2745
-4.5,-69.5,25.77478
18.5,-13.5,20.9252
27.5,-2.5,11.9
10.5,18.5,27.95011
-89.5,119.5,
-1.5,12.5,25.19968
66.5,158.5,-34.75
48.5,121.5,-22.4749
-21.5,126.5,32.0002
30.5,78.5,6.7254
36.5,78.5,-12.30001
40.5,108.5,-9.25
57.5,125.5,-30.8501
-79.5,-161.5,
-28.5,18.5,26.5003
-45.5,-67.5,18.8496
22.5,13.5,15.5496
-77.5,80.5,
63.5,109.5,-28.6004
69.5,125.5,-35.875
-81.5,42.5,
-22.5,121.5,33.2496
58.5,32.5,-5.9504
-84.5,-90.5,
49.5,110.5,-25.0248
52.5,94.5,-26.9005
66.5,76.5,-21.5502
34.5,47.5,-3.7
-80.5,163.5,
59.5,-116.5,-22.8996
73.5,-42.5,-25.5001
-18.5,-47.5,25.1747
36.5,47.5,-3.825
19.5,-70.5,21.9495
54.5,48.5,-10.8999
43.5,40.5,-4.0253
64.5,-68.5,-25.85
51.5,24.5,-3.1505
68.5,107.5,-27.9
-13.5,143.5,26.8505
-65.5,-61.5,
67.5,-162.5,-23.7501
51.5,9.5,-2.4753
-84.5,-125.5,
-85.5,128.5,
-88.5,137.5,
31.5,65.5,6.825
69.5,-149.5,-27.0254
-2.5,-80.5,25.67454
45.5,106.5,-15.0751
75.5,-40.5,-29.15
56.5,74.5,-18.6495
14.5,29.5,22.6251
-79.5,32.5,
23.5,-105.5,15.7754
-82.5,110.5,
64.5,-92.5,-29.625
32.5,92.5,-12.775
-16.5,128.5,29.9999
-86.5,-170.5,
18.5,51.5,19.9248
-18.5,141.5,28.2748
-27.5,132.5,29.4002
63.5,-42.5,-9.55
-78.5,-129.5,
-83.5,51.5,
64.5,-41.5,-8.425
80.5,-60.5,-28.45
-16.5,19.5,24.7254
-32.5,151.5,22.6502
59.5,145.5,-24.8997
-83.5,-137.5,
-89.5,1.5,
-73.5,66.5,
64.5,-125.5,-28.1254
33.5,36.5,4.65
-86.5,-171.5,
-4.5,-60.5,26.2245
31.5,79.5,-6.6
-28.5,116.5,28.9251
51.5,-62.5,-19.7996
-21.5,20.5,26.6997
-85.5,178.5,
47.5,-116.5,-3.0246
-0.5,-54.5,25.8498
-2.5,140.5,27.075092
59.5,-119.5,-21.1248
-14.5,28.5,23.8998
56.5,101.5,-24.1748
53.5,23.5,-4.0745
-81.5,54.5,
49.5,-56.5,-9.5745
-82.5,-28.5,
63.5,-65.5,-23.85
-74.5,-19.5,
63.5,42.5,-12.7996
45.5,7.5,-3.175
-87.5,-77.5,
53.5,92.5,-20.2502
64.5,112.5,-31.8251
63.5,-109.5,-25.5498
43.5,51.5,-2.4
75.5,97.5,-30.3
59.5,72.5,-20.62452
67.5,-84.5,-27.875
60.5,167.5,-20.3497
68.5,-41.5,-17.5247
-82.5,-55.5,
52.5,135.5,-26.7503
-87.5,28.5,
53.5,41.5,-8.175
-10.5,-38.5,27.0001
-78.5,-64.5,
9.5,-61.5,26.15002
-80.5,63.5,
45.5,103.5,-13.375
-85.5,-19.5,
-86.5,95.5,
-84.5,90.5,
-84.5,-146.5,
-86.5,106.5,
-87.5,-157.5,
23.5,69.5,19.9248
-75.5,-123.5,
36.5,22.5,11.3999
66.5,-53.5,-9.675
-76.5,68.5,
23.5,75.5,20.3254
64.5,-71.5,-24.925
-78.5,-155.5,
76.5,-33.5,-28.6498
2.5,102.5,26.07525
-14.5,125.5,28.9995
71.5,69.5,-23.5495
-79.5,115.5,
-82.5,25.5,
67.5,49.5,-18.1995
49.5,114.5,-22.62519
75.5,-110.5,-30.9
68.5,-44.5,-16.4254
-4.5,34.5,22.500466
-17.5,-49.5,26.12524
-0.5,-49.5,26.7252
65.5,58.5,-20.0254
5.5,-69.5,26.94958
-73.5,155.5,
59.5,143.5,-23.7249
26.5,59.5,15.025
-80.5,-156.5,
51.5,-117.5,-9.77501
20.5,-11.5,18.825
13.5,2.5,25.1249
44.5,102.5,-12.775
71.5,127.5,-39.325
48.5,99.5,-24.5003
-84.5,-151.5,
17.5,16.5,22.3755
18.5,-72.5,22.4752
76.5,105.5,-35.05
53.5,-95.5,-21.3996
40.5,101.5,-10.4249
9.5,45.5,19.1754
-70.5,125.5,
-3.5,17.5,25.92538
-81.5,166.5,
-85.5,-40.5,
-88.5,-153.5,
72.5,100.5,-25.55
58.5,6.5,-0.075
25.5,51.5,16.4
17.5,96.5,24.6746
17.5,19.5,23.775
61.5,-132.5,-24.0746
22.5,-15.5,18.1004
48.5,91.5,-25.2995
-88.5,-122.5,
-70.5,15.5,
43.5,110.5,-14.5997
-40.5,-62.5,22.7503
-17.5,19.5,25.6498
7.5,29.5,30.8254
-23.5,20.5,27.2496
-81.5,146.5,
31.5,-110.5,9.7
-87.5,-148.5,
-43.5,-66.5,21.3254
-82.5,-165.5,
29.5,51.5,9.575
32.5,69.5,4.4
68.5,177.5,-31.65
53.5,111.5,-28.7255
50.5,54.5,-13.5005
49.5,-72.5,-22.325
-16.5,24.5,26.2
-26.5,146.5,27.8752
60.5,112.5,-29.975
-22.5,120.5,33.6251
2.5,16.5,24.37512
82.5,-66.5,-31.575
63.5,-153.5,-21.0753
27.5,2.5,12.275
-7.5,-66.5,26.74956
33.5,66.5,-2.2496
-88.5,-20.5,
81.5,-87.5,-36.075
13.5,44.5,17.6001
-7.5,24.5,23.60022
-11.5,-71.5,24.97473
25.5,9.5,12.075
68.5,150.5,-35.175
-6.5,-65.5,26.77464
-63.5,-57.5,
52.5,122.5,-30.1502
-82.5,-24.5,
-74.5,71.5,
-83.5,158.5,
-78.5,-128.5,
81.5,-57.5,-29.875
-83.5,-101.5,
-80.5,125.5,
54.5,59.5,-15.2252
-80.5,59.5,
48.5,73.5,-13.1753
-81.5,41.5,
26.5,63.5,13.575
51.5,100.5,-24.6503
-86.5,-4.5,
56.5,84.5,-17.6747
44.5,65.5,-5.925
19.5,49.5,19.6753
-89.5,43.5,
12.5,14.5,25.1254
53.5,120.5,-29.6497
8.5,-63.5,27.12538
-78.5,33.5,
49.5,-76.5,-22.1754
66.5,-70.5,-24.75
-84.5,-174.5,
-89.5,133.5,
21.5,35.5,18.2253
-9.5,-54.5,24.8005
48.5,135.5,-16.8247
38.5,60.5,3.25
-86.5,165.5,
2.5,10.5,25.47466
7.5,0.5,27.00029
28.5,0.5,10.5
52.5,31.5,-4.5503
-80.5,16.5,
-88.5,-71.5,
-83.5,-140.5,
17.5,-10.5,20.7501
10.5,-63.5,23.6251
66.5,125.5,-34.875
73.5,97.5,-27.175
-74.5,132.5,
-45.5,-71.5,12.575
54.5,121.5,-31.2246
-74.5,3.5,
7.5,126.5,24.5663
-15.5,129.5,29.7754
38.5,-111.5,-4.0997
-75.5,-92.5,
51.5,-110.5,-12.9997
49.5,106.5,-21.90047
21.5,-104.5,18.9998
-74.5,157.5,
73.5,102.5,-27.375
-89.5,106.5,
70.5,-52.5,-12.925
-84.5,-150.5,
-72.5,-69.5,
7.5,-67.5,28.04956
54.5,129.5,-29.0495
44.5,11.5,2.35
47.5,-100.5,-15.2249
40.5,-85.5,-7.625
67.5,132.5,-43.2
6.5,33.5,30.0749
46.5,69.5,-8.7501
47.5,13.5,-4.25
-89.5,-130.5,
15.5,-8.5,21.7247
42.5,127.5,-15.6999
-70.5,83.5,
-74.5,-8.5,
42.5,53.5,-1.725
-26.5,25.5,24.725
-36.5,-68.5,21.3752
-88.5,-128.5,
44.5,73.5,-3.925
65.5,-98.5,-30
56.5,-68.5,-23.4746
13.5,79.5,24.6
72.5,95.5,-25.525
-88.5,125.5,
-28.5,-49.5,21.0255
-72.5,11.5,
-82.5,62.5,
66.5,168.5,-33.825
62.5,82.5,-21.35
-1.5,-68.5,25.30018
64.5,-77.5,-24.2995
15.5,-11.5,21.725
3.5,-67.5,26.75029
65.5,69.5,-22.6248
-2.5,17.5,25.72451
53.5,159.5,-12.69961
35.5,46.5,-4.425
65.5,45.5,-15.65023
-18.5,26.5,27.0498
-83.5,168.5,
-10.5,-71.5,25.449689
-88.5,14.5,
-79.5,11.5,
51.5,137.5,-21.4501
-74.5,-73.5,
-80.5,-96.5,
-82.5,-120.5,
29.5,-111.5,17.3005
-79.5,-68.5,
79.5,-30.5,-29.7748
-70.5,162.5,
17.5,-7.5,21.1497
67.5,61.5,-22.25
56.5,9.5,0.65
-84.5,-72.5,
-83.5,2.5,
-25.5,150.5,25.1496
44.5,-120.5,-1.8
-20.5,-63.5,23.7004
50.5,-113.5,-7.5997
66.5,36.5,-10.6254
-2.5,-69.5,25.49988
-82.5,163.5,
24.5,115.5,10.6
-24.5,122.5,33.0002
-84.5,160.5,
-76.5,136.5,
-88.5,-99.5,
20.5,53.5,19.825
9.5,-2.5,25.8246
41.5,94.5,-8.9753
-1.5,17.5,25.69967
31.5,-87.5,9.9998
-77.5,-8.5,
46.5,-92.5,-14.85
-81.5,49.5,
41.5,87.5,-6.6
17.5,33.5,23.9753
-81.5,165.5,
-89.5,45.5,
34.5,-91.5,4.65
-70.5,22.5,
-5.5,19.5,24.87459
31.5,67.5,3.625
-70.5,7.5,
70.5,90.5,-24.75
-86.5,-99.5,
66.5,87.5,-22.3754
-10.5,-48.5,26.89964
19.5,-103.5,19.1254
77.5,-65.5,-26.2
-89.5,159.5,
-5.5,141.5,23.87548
41.5,129.5,-11.8001
77.5,-28.5,-26.4496
-41.5,-65.5,23.3497
67.5,16.5,-10.6
49.5,72.5,-11.7498
17.5,4.5,21.6499
29.5,84.5,-10.4
20.5,82.5,21.4246
-14.5,17.5,22.3497
-82.5,-68.5,
-70.5,59.5,
30.5,110.5,1.825
58.5,-122.5,-20.7253
53.5,-67.5,-23.8499
-23.5,32.5,29.15
32.5,-100.5,7.35
60.5,-124.5,-22.3999
-89.5,-151.5,
-88.5,69.5,
69.5,-121.5,-26.475
-83.5,-132.5,
-23.5,-47.5,22.9753
59.5,73.5,-20.7748
-69.5,56.5,
44.5,112.5,-18.5996
-84.5,-143.5,
38.5,-87.5,-2.475
79.5,-42.5,-32.8499
15.5,-6.5,21.7496
53.5,107.5,-27.0252
-88.5,63.5,
51.5,34.5,-5.1751
74.5,56.5,-25.8753
14.5,37.5,25.5005
78.5,-82.5,-32.45
-84.5,101.5,
66.5,114.5,-33.375
18.5,-69.5,23.525
-86.5,62.5,
41.5,-102.5,-1.45
-89.5,78.5,
42.5,22.5,-1.7755
79.5,-35.5,-32.9502
38.5,-100.5,0.475
51.5,-127.5,1.475
-79.5,-97.5,
48.5,85.5,-15.84988
-78.5,135.5,
59.5,128.5,-31.4998
38.5,-86.5,-2.625
-79.5,-113.5,
71.5,99.5,-25.3
-68.5,122.5,
35.5,91.5,-15.9
65.5,159.5,-33.425
-83.5,-112.5,
-87.5,-134.5,
42.5,68.5,0.575
32.5,91.5,-12.675
27.5,-4.5,12.05
25.5,32.5,15.6496
-71.5,76.5,
-87.5,48.5,
34.5,85.5,-17.0001
-15.5,-58.5,26.2751
67.5,140.5,-44.75
31.5,130.5,7.8
-21.5,18.5,25.4498
-88.5,105.5,
48.5,-69.5,-18.2001
7.5,8.5,27.72548
-80.5,-94.5,
46.5,59.5,-12.175
-17.5,34.5,27.0998
-88.5,-72.5,
-3.5,-50.5,26.77462
8.5,-64.5,27.29961
49.5,-106.5,-13.6503
-88.5,138.5,
6.5,40.5,19.02499
-20.5,21.5,27.4498
71.5,135.5,-39.834
-15.5,-55.5,26.62489
-86.5,36.5,
53.5,156.5,-11.72475
79.5,-63.5,-27.7
63.5,162.5,-29.0995
14.5,-91.5,23.42514
-37.5,-67.5,24.6251
32.5,54.5,4.325
45.5,114.5,-21.6
51.5,99.5,-25.9999
50.5,26.5,-3.1004
-70.5,82.5,
59.5,134.5,-34.9254
-89.5,24.5,
-86.5,60.5,
40.5,38.5,-1.9249
22.5,-100.5,15.6745
-30.5,136.5,29.6249
-69.5,114.5,
-78.5,-157.5,
-80.5,27.5,
-1.5,29.5,17.59975
-79.5,-153.5,
45.5,-117.5,-1.675
68.5,75.5,-21.4003
-86.5,-80.5,
-75.5,-75.5,
27.5,102.5,3.8748
28.5,110.5,4.3
58.5,-72.5,-23.8
35.5,64.5,-0.275
59.5,123.5,-30.6753
-85.5,103.5,
-80.5,-174.5,
0.5,13.5,24.275341
-48.5,-67.5,16.575
39.5,-74.5,-1.5
71.5,-98.5,-29.975
-75.5,-73.5,
54.5,-90.5,-23.3003
-3.5,121.5,24.350131
-86.5,-92.5,
68.5,-121.5,-26.5755
-68.5,153.5,
52.5,107.5,-24.9497
65.5,-130.5,-29.6003
-87.5,-117.5,
-71.5,32.5,
-13.5,19.5,23.8251
-82.5,-59.5,
-75.5,-132.5,
-77.5,39.5,
-87.5,109.5,
70.5,-48.5,-16.9504
-32.5,19.5,22.4999
46.5,-120.5,-0.9254
-80.5,-56.5,
47.5,19.5,-2.2
78.5,-48.5,-30.6254
-9.5,-73.5,25.3246
38.5,-5.5,7.5003
17.5,121.5,21.6
71.5,97.5,-25.475
-76.5,-18.5,
8.5,124.5,24.93364
12.5,8.5,23.4503
24.5,73.5,18.2747
-75.5,28.5,
40.5,42.5,-10.1997
82.5,-24.5,-29.225
64.5,142.5,-47.85
53.5,117.5,-30.4502
26.5,-10.5,14.7497
35.5,136.5,2.1
-1.5,132.5,26.42453
47.5,127.5,-21.7249
45.5,-94.5,-14.825
53.5,57.5,-15.9749
-76.5,89.5,
72.5,121.5,-37.05
-86.5,133.5,
27.5,104.5,2.575
-79.5,62.5,
43.5,130.5,-14.4748
26.5,92.5,18.8504
-84.5,55.5,
63.5,64.5,-21.5252
-81.5,96.5,
54.5,29.5,-4.4247
68.5,-124.5,-28.5996
-89.5,111.5,
-21.5,-42.5,25.9747
37.5,-6.5,10.5251
-86.5,111.5,
-85.5,102.5,
64.5,137.5,-45.85
-77.5,-108.5,
-82.5,107.5,
44.5,-79.5,-11.5748
-76.5,-66.5,
79.5,-56.5,-29.8001
63.5,128.5,-34.2246
61.5,-159.5,-17.8255
75.5,109.5,-37.175
-21.5,136.5,28.6003
-23.5,-48.5,22.9502
-14.5,-47.5,24.525317
-23.5,116.5,31.7754
49.5,-70.5,-21.97503
24.5,-100.5,14.2254
20.5,40.5,20.0999
67.5,-85.5,-28.025
50.5,10.5,-3.1747
44.5,1.5,3.8496
68.5,-42.5,-17.1
-75.5,35.5,
76.5,110.5,-36.55
24.5,96.5,18.2499
65.5,-126.5,-28.7004
45.5,97.5,-20.4503
44.5,18.5,-1.3
-24.5,143.5,28.6503
18.5,4.5,20.2246
68.5,-30.5,-9.925
28.5,60.5,8.05
70.5,103.5,-26.7
8.5,-76.5,26.45022
58.5,-155.5,-10.72478
-81.5,132.5,
44.5,88.5,-9.375
55.5,156.5,-15
-72.5,67.5,
26.5,91.5,17.2747
-82.5,-44.5,
75.5,95.5,-30.25
70.5,-47.5,-17.8252
-49.5,-68.5,16
45.5,67.5,-6.95
-26.5,145.5,28.6499
13.5,-89.5,25.19984
-20.5,18.5,25.7252
-88.5,65.5,
60.5,-103.5,-25.5249
7.5,11.5,24.37495
-83.5,-136.5,
63.5,16.5,-8.5498
-87.5,-116.5,
5.5,48.5,25.9755
-30.5,-69.5,12.075
69.5,176.5,-32.45
68.5,125.5,-35.85
42.5,-92.5,-10.7001
68.5,-116.5,-26.675
8.5,-75.5,27.07532
-84.5,-8.5,
-79.5,167.5,
7.5,-60.5,25.25036
-89.5,148.5,
-84.5,-122.5,
65.5,161.5,-32.4
29.5,106.5,6.925
-5.5,34.5,22.524691
37.5,-87.5,-0.675
21.5,49.5,18.7754
45.5,56.5,-10.35
25.5,73.5,18.8998
-73.5,102.5,
50.5,-87.5,-22.37542
20.5,57.5,20.8497
42.5,67.5,0.075
-80.5,-171.5,
-70.5,65.5,
25.5,-108.5,20.5253
-77.5,121.5,
-85.5,-93.5,
-80.5,-176.5,
31.5,0.5,7.95
21.5,24.5,16.75
65.5,-136.5,-29.7247
-88.5,42.5,
50.5,101.5,-20.3504
-84.5,-17.5,
-13.5,31.5,24.0249
-83.5,-0.5,
-89.5,9.5,
7.5,23.5,24.25018
-70.5,68.5,
-21.5,-58.5,27.7747
60.5,148.5,-27.4999
16.5,44.5,14.3996
-1.5,112.5,26.50045
32.5,86.5,-11.825
62.5,64.5,-20.8249
50.5,138.5,-20.0499
39.5,-101.5,0.375
44.5,63.5,-7.1
6.5,-61.5,25.17483
57.5,78.5,-19.37504
-88.5,-150.5,
-16.5,-57.5,27.55024
9.5,125.5,25.3334
58.5,68.5,-18.5496
-74.5,8.5,
57.5,-67.5,-22.7249
-72.5,39.5,
73.5,-122.5,-29.275
36.5,40.5,5.35
-82.5,54.5,
-85.5,-39.5,
29.5,85.5,-10.525
-22.5,131.5,29.1751
-77.5,152.5,
-6.5,30.5,22.37462
11.5,30.5,27.92473
34.5,72.5,9.3753
-23.5,-52.5,22.8746
-73.5,154.5,
63.5,11.5,-3
-72.5,5.5,
-85.5,73.5,
30.5,59.5,9.95
0.5,29.5,21.22471
-23.5,47.5,26.6003
-85.5,-18.5,
-5.5,20.5,24.825259
25.5,64.5,18.0248
41.5,103.5,-10.7749
-6.5,18.5,24.099944
-43.5,-72.5,12.65
-32.5,116.5,24.0251
-78.5,-116.5,
64.5,53.5,-16.92541
-75.5,-3.5,
-9.5,21.5,23.64957
-74.5,-11.5,
28.5,29.5,14.8752
-84.5,107.5,
55.5,-69.5,-24.7248
28.5,-110.5,18.5998
-88.5,-52.5,
-79.5,-28.5,
66.5,-160.5,-23.725
14.5,6.5,23.7745
26.5,81.5,17.2002
18.5,32.5,22.8751
37.5,39.5,3.8
-76.5,-138.5,
45.5,135.5,-13.875
51.5,-71.5,-24.2246
0.5,101.5,26.67503
-24.5,23.5,27.8255
53.5,-68.5,-24.3752
62.5,89.5,-22.125
-69.5,130.5,
26.5,66.5,15.1252
58.5,-131.5,-15.875
57.5,-105.5,-21.0748
66.5,-116.5,-27.5496
-88.5,39.5,
-72.5,166.5,
-4.5,19.5,25.37539
69.5,-31.5,-16.25
-86.5,-120.5,
-84.5,113.5,
59.5,96.5,-24.925
33.5,75.5,1.1
-18.5,23.5,27.5003
-71.5,125.5,
46.5,126.5,-18.8254
-83.5,-35.5,
47.5,5.5,-0.925
-77.5,83.5,
51.5,45.5,-10.4247
-9.5,-57.5,25.2502
58.5,108.5,-30.2251
-75.5,21.5,
-81.5,0.5,
-84.5,-94.5,
25.5,1.5,14
-68.5,135.5,
-85.5,140.5,
9.5,4.5,27.35048
-4.5,37.5,23.7495
28.5,22.5,15.0253
46.5,-113.5,-4.2749
-19.5,21.5,27.2745
76.5,-53.5,-27.5504
3.5,10.5,26.65042
77.5,-59.5,-28.9754
30.5,-9.5,11.6995
-80.5,-33.5,
-19.5,28.5,24.3504
-89.5,-175.5,
-71.5,71.5,
57.5,-101.5,-23.4247
-86.5,-176.5,
18.5,52.5,20.1497
14.5,25.5,20.625
25.5,92.5,15.7252
17.5,-98.5,19.375
3.5,31.5,28.3752
26.5,104.5,3.2995
-74.5,124.5,
-81.5,-136.5,
7.5,-65.5,26.47523
-17.5,13.5,19.8748
-25.5,-66.5,10.925
67.5,-43.5,-15.325
60.5,58.5,-17.97498
65.5,100.5,-29.1499
26.5,82.5,17.4496
67.5,114.5,-31.925
23.5,82.5,18.0995
-18.5,-52.5,25.22512
54.5,160.5,-15.17522
4.5,96.5,24.24988
-77.5,-119.5,
44.5,104.5,-12.9501
49.5,24.5,-3.4754
-6.5,17.5,23.82518
-33.5,23.5,20.5003
47.5,2.5,1.6
-71.5,157.5,
-80.5,-111.5,
-88.5,168.5,
-71.5,10.5,
71.5,147.5,-33.475
-72.5,93.5,
-87.5,124.5,
16.5,-90.5,23.9248
29.5,-7.5,10.825
45.5,-108.5,-3.3497
-77.5,-13.5,
69.5,167.5,-34.55
-33.5,19.5,20.8502
-71.5,96.5,
-85.5,-165.5,
-83.5,-148.5,
-81.5,-90.5,
3.5,114.5,24.0499
49.5,90.5,-25.5496
-20.5,124.5,31.9998
68.5,155.5,-35.275
-86.5,151.5,
-39.5,-66.5,25.025
27.5,1.5,11.475
65.5,125.5,-34.225
63.5,-161.5,-19.8498
-77.5,-33.5,
1.5,-57.5,25.49966
54.5,-79.5,-24.6005
31.5,99.5,-6.3
33.5,120.5,1.8
-75.5,-24.5,
61.5,135.5,-37.6002
61.5,31.5,-7
40.5,140.5,-0.625
63.5,76.5,-21.6251
61.5,-155.5,-18.9504
-74.5,-2.5,
-17.5,128.5,29.1755
38.5,-90.5,-1.525
-75.5,-78.5,
81.5,-51.5,-30.1
-28.5,-64.5,26.1005
62.5,-95.5,-28.5253
-72.5,106.5,
-82.5,175.5,
63.5,53.5,-16.44989
5.5,23.5,25.15031
66.5,-42.5,-13.7499
35.5,76.5,-12.9247
38.5,81.5,-3.775
49.5,43.5,-7.7003
73.5,-50.5,-21.5504
-9.5,-50.5,26.375
26.5,-112.5,17.7254
-83.5,154.5,
-17.5,-45.5,24.89968
-72.5,-6.5,
60.5,53.5,-14.0255
-89.5,-121.5,
63.5,83.5,-21.3003
28.5,97.5,-1.925
-3.5,-45.5,27.22532
67.5,168.5,-35.8
-85.5,-147.5,
22.5,22.5,17.1998
67.5,-35.5,-13.6997
-86.5,-79.5,
-69.5,53.5,
1.5,32.5,24.30028
-84.5,109.5,
-82.5,50.5,
65.5,-45.5,-14.0002
52.5,95.5,-26.7255
-89.5,-22.5,
1.5,-53.5,25.3254
-78.5,3.5,
46.5,21.5,-1.025
43.5,120.5,-11.0749
40.5,82.5,-3.5
-77.5,-15.5,
61.5,85.5,-20.9251
-9.5,-36.5,26.9755
-3.5,133.5,26.32519
37.5,105.5,-6.1254
34.5,104.5,-7.5748
77.5,-82.5,-31.5
69.5,68.5,-23.2505
7.5,10.5,26.12459
-81.5,-139.5,
61.5,84.5,-20.8745
-82.5,36.5,
1.5,20.5,25.74987
36.5,140.5,3.8
-76.5,38.5,
68.5,88.5,-23.7505
23.5,45.5,15.6
41.5,-108.5,-5.3249
64.5,111.5,-31.0003
60.5,114.5,-29.6249
52.5,126.5,-25.6995
67.5,64.5,-23.5752
18.5,16.5,20.6997
41.5,23.5,0.325
-6.5,141.5,27.29955
58.5,42.5,-9.1504
61.5,-44.5,-9.225
66.5,53.5,-18.2003
21.5,-3.5,16.575
-69.5,51.5,
-85.5,49.5,
-80.5,-77.5,
32.5,103.5,-1.625
17.5,-0.5,19.85
-0.5,-72.5,26.04965
50.5,127.5,-22.65045
-77.5,-61.5,
-80.5,99.5,
-32.5,-63.5,22.925
56.5,-112.5,-19.74983
-13.5,29.5,22.325
-37.5,-68.5,23.1501
73.5,92.5,-26.15
-28.5,25.5,24.8499
-14.5,23.5,25.2255
60.5,17.5,-2.35
69.5,82.5,-21.1745
73.5,-118.5,-28.1
-22.5,123.5,33.0753
-74.5,-120.5,
27.5,5.5,11.975
39.5,34.5,0.675
52.5,79.5,-14.9004
51.5,11.5,-2.2999
71.5,-106.5,-29.05
-27.5,-63.5,26.9745
56.5,59.5,-14.1999
-86.5,7.5,
73.5,-121.5,-29.05
49.5,36.5,-4.7001
33.5,-82.5,7.4247
48.5,84.5,-13.8
66.5,117.5,-33.45
77.5,-57.5,-29.0498
71.5,78.5,-20.8255
18.5,-7.5,19.825
28.5,95.5,9.6002
15.5,34.5,24.9496
73.5,-40.5,-26.1748
-21.5,142.5,26.5999
-77.5,-93.5,
62.5,48.5,-15.2248
-87.5,-6.5,
68.5,80.5,-20.8497
61.5,120.5,-29.75
45.5,39.5,0.825
21.5,23.5,17.7249
33.5,-89.5,5.85
-33.5,138.5,24.45
-77.5,101.5,
56.5,42.5,-7.8498
42.5,-81.5,-9.075
50.5,90.5,-26.9504
-75.5,-138.5,
-21.5,30.5,27.0248
54.5,-112.5,-16.4251
58.5,-117.5,-21.22523
28.5,108.5,3.7
-82.5,-84.5,
63.5,70.5,-21.7749
65.5,106.5,-30.025
16.5,48.5,18.1251
-70.5,64.5,
-75.5,-1.5,
8.5,7.5,27.77541
64.5,-153.5,-22.6746
-73.5,-71.5,
-3.5,139.5,25.77534
47.5,62.5,-13.5504
62.5,106.5,-28.7745
-66.5,112.5,
-85.5,39.5,
-81.5,-169.5,
-76.5,-88.5,
19.5,98.5,18.8995
-87.5,59.5,
33.5,71.5,11.525
32.5,81.5,-12.8
-84.5,53.5,
-78.5,-98.5,
66.5,-51.5,-11.7
65.5,-46.5,-13.5999
-74.5,134.5,
78.5,101.5,-35.825
-89.5,62.5,
64.5,-70.5,-25.175
49.5,-98.5,-18.3499
48.5,127.5,-22.7254
-78.5,-170.5,
69.5,-39.5,-19.1995
19.5,-0.5,17.775
26.5,58.5,13.9495
-9.5,-56.5,25.3496
-84.5,102.5,
10.5,-69.5,24.5753
66.5,-177.5,-20.3004
38.5,61.5,2.95
35.5,92.5,-14.775
67.5,36.5,-11.27508
-86.5,-73.5,
56.5,113.5,-31.3255
54.5,-77.5,-24.8751
31.5,77.5,2.8499
-82.5,-86.5,
32.5,3.5,9.175
61.5,58.5,-18.25046
42.5,109.5,-12.4
-83.5,104.5,
39.5,-4.5,5.4005
-70.5,21.5,
14.5,48.5,19.5752
42.5,-7.5,4.4753
-72.5,159.5,
65.5,86.5,-21.775
43.5,113.5,-16.175
39.5,-105.5,-6.15
61.5,164.5,-21.1248
-22.5,130.5,29.6002
60.5,-119.5,-23.2505
-82.5,-113.5,
-85.5,-3.5,
49.5,125.5,-23.59996
-88.5,86.5,
43.5,68.5,-3.525
50.5,131.5,-26.7005
-79.5,-81.5,
37.5,113.5,-6.4745
-77.5,95.5,
43.5,97.5,-11.5748
-77.5,-80.5,
61.5,91.5,-23.4003
67.5,-134.5,-29.425
-80.5,144.5,
-16.5,31.5,25.1498
43.5,11.5,4.375
67.5,-34.5,-11.6
62.5,97.5,-29.0004
79.5,95.5,-35.025
12.5,17.5,26.8498
32.5,44.5,10.55
-76.5,134.5,
45.5,73.5,-6.9749
-88.5,-62.5,
25.5,16.5,15.2005
-84.5,-178.5,
44.5,-116.5,-2.0747
-88.5,46.5,
-73.5,54.5,
-21.5,-50.5,25.6
26.5,-0.5,12.85
5.5,116.5,23.67485
41.5,100.5,-11.1748
21.5,1.5,16.025
60.5,-162.5,-14.40027
-85.5,123.5,
-78.5,5.5,
42.5,84.5,-13.2253
0.5,40.5,30.10047
37.5,30.5,4.9246
9.5,-64.5,26.64968
-3.5,22.5,24.87533
74.5,90.5,-27.05
59.5,46.5,-12.1745
-86.5,163.5,
17.5,74.5,23.4254
-77.5,-11.5,
41.5,81.5,-5.475
-87.5,-29.5,
-21.5,28.5,27.325
